booking_id,quote_id,line_no,customer_id,product_id,booking_date,booked_quantity,booked_price
BK-001107,Q-2025-001046,3,C002,P0073,2025-12-12,10,7663.14
BK-001108,Q-2025-001048,1,C019,P0030,2025-12-08,5,12221.55
BK-001109,Q-2025-001050,1,C034,P0067,2026-01-09,14,7435.63
BK-001110,Q-2025-001051,1,C004,P0100,2025-12-23,2,51393.03
BK-001111,Q-2025-001051,2,C004,P0098,2025-12-29,2,61783.57
BK-001112,Q-2025-001052,3,C022,P0011,2025-11-22,7,37525.72
BK-001113,Q-2025-001053,1,C019,P0040,2025-12-06,18,11556.32
BK-001114,Q-2025-001057,1,C040,P0057,2025-12-30,110,434.49
BK-001115,Q-2025-001057,2,C040,P0026,2025-11-22,23,10585.62
BK-001116,Q-2025-001058,1,C011,P0097,2025-12-06,3,44790.82
BK-001117,Q-2025-001058,2,C011,P0091,2026-01-06,2,51328.18
BK-001118,Q-2025-001058,3,C011,P0080,2025-12-03,5,8210.36
BK-001119,Q-2025-001059,1,C005,P0044,2025-12-11,569,370.61
BK-001120,Q-2025-001059,4,C005,P0058,2026-01-07,671,468.17
BK-001121,Q-2025-001060,1,C029,P0097,2025-12-21,4,47487.66
BK-001122,Q-2025-001061,1,C032,P0041,2025-11-20,161,495.14
BK-001123,Q-2025-001061,2,C032,P0095,2025-12-10,1,45890.43
BK-001124,Q-2025-001061,3,C032,P0042,2025-11-25,223,480.33
BK-001125,Q-2025-001063,1,C002,P0066,2025-12-26,8,7042.55
BK-001126,Q-2025-001065,1,C018,P0111,2025-12-16,3,2127.36
BK-001127,Q-2025-001066,1,C009,P0091,2025-12-30,2,49088.51
BK-001128,Q-2025-001067,2,C035,P0061,2025-11-25,19,8379.16
BK-001129,Q-2025-001068,1,C027,P0072,2025-11-08,1,9379.14
BK-001130,Q-2025-001069,1,C040,P0057,2026-01-03,117,436.52
BK-001131,Q-2025-001070,1,C040,P0053,2025-12-24,639,331.92
BK-001132,Q-2025-001071,1,C032,P0042,2025-12-03,552,482.24
BK-001133,Q-2025-001072,1,C017,P0056,2025-12-15,342,453.63
BK-001134,Q-2025-001073,1,C003,P0044,2025-12-22,782,373.49
BK-001135,Q-2025-001073,2,C003,P0033,2025-12-14,6,10745.14
BK-001136,Q-2025-001073,3,C003,P0039,2025-11-14,13,11369.46
BK-001137,Q-2025-001074,1,C017,P0019,2025-11-26,3,30565.77
BK-001138,Q-2025-001074,2,C017,P0075,2025-11-27,5,6824.71
BK-001139,Q-2025-001074,3,C017,P0064,2026-01-07,2,7625.75
BK-001140,Q-2025-001074,4,C017,P0007,2025-12-20,6,31502.07
BK-001141,Q-2025-001076,1,C040,P0031,2025-12-25,3,8861.31
BK-001142,Q-2025-001076,2,C040,P0029,2026-01-04,19,11506.58
BK-001143,Q-2025-001080,2,C032,P0011,2025-11-17,1,36372.34
BK-001144,Q-2025-001080,3,C032,P0046,2025-11-25,142,448.21
BK-001145,Q-2025-001081,1,C018,P0111,2025-12-20,37,2119.5
BK-001146,Q-2025-001083,1,C002,P0114,2025-12-14,20,2191.22
BK-001147,Q-2025-001083,2,C002,P0060,2025-12-10,407,396.52
BK-001148,Q-2025-001085,1,C030,P0090,2025-12-30,2,41127.25
BK-001149,Q-2025-001085,2,C030,P0065,2025-12-10,2,7349.93
BK-001150,Q-2025-001085,3,C030,P0071,2026-01-21,7,8737.12
BK-001151,Q-2025-001086,1,C003,P0060,2025-12-08,502,415.17
BK-001152,Q-2025-001086,2,C003,P0050,2025-12-23,236,394.09
BK-001153,Q-2025-001088,3,C028,P0042,2025-12-13,264,490.1
BK-001154,Q-2025-001088,4,C028,P0072,2025-12-23,19,9030.72
BK-001155,Q-2025-001090,1,C020,P0066,2026-01-05,11,8003.44
BK-001156,Q-2025-001091,1,C021,P0107,2025-12-17,15,2188.58
BK-001157,Q-2025-001091,2,C021,P0002,2025-12-28,4,34238.81
BK-001158,Q-2025-001092,1,C004,P0033,2025-12-09,15,12337.99
BK-001159,Q-2025-001093,1,C040,P0059,2025-12-02,77,386.53
BK-001160,Q-2025-001095,1,C013,P0008,2025-12-26,3,34728.95
BK-001161,Q-2025-001096,1,C018,P0089,2025-12-14,2,54469.46
BK-001162,Q-2025-001096,4,C018,P0111,2025-12-21,15,2124.07
BK-001163,Q-2025-001100,1,C007,P0002,2025-12-07,1,36333.26
BK-001164,Q-2025-001101,1,C016,P0073,2025-12-11,9,8501.17
BK-001165,Q-2025-001101,2,C016,P0091,2025-12-06,3,61203.11
BK-001166,Q-2025-001101,3,C016,P0048,2025-11-25,343,459.39
BK-001167,Q-2025-001102,1,C033,P0048,2026-01-18,438,408.22
BK-001168,Q-2025-001102,2,C033,P0042,2025-12-05,505,410.71
BK-001169,Q-2025-001103,2,C009,P0091,2025-11-28,4,48842.97
BK-001170,Q-2025-001105,3,C039,P0015,2025-12-03,7,32952.04
BK-001171,Q-2025-001106,1,C003,P0026,2025-12-10,11,11122.64
BK-001172,Q-2025-001106,2,C003,P0044,2025-11-30,235,373.5
BK-001173,Q-2025-001106,4,C003,P0024,2025-12-15,14,9775.36
BK-001174,Q-2025-001107,1,C040,P0041,2025-12-13,405,432.42
BK-001175,Q-2025-001107,2,C040,P0039,2026-01-13,8,12824.25
BK-001176,Q-2025-001108,1,C013,P0029,2026-01-28,23,13361.69
BK-001177,Q-2025-001108,2,C013,P0023,2026-01-22,7,10906.5
BK-001178,Q-2025-001111,1,C019,P0040,2026-01-20,3,11447.96
BK-001179,Q-2025-001113,1,C011,P0091,2026-01-07,3,51348.53
BK-001180,Q-2025-001113,2,C011,P0105,2026-01-19,3,2073.09
BK-001181,Q-2025-001113,3,C011,P0106,2026-02-07,31,1900.0
BK-001182,Q-2025-001114,1,C032,P0002,2025-12-28,4,40340.86
BK-001183,Q-2025-001114,2,C032,P0097,2026-01-05,1,60833.5
BK-001184,Q-2025-001114,3,C032,P0098,2025-12-19,4,56212.93
BK-001185,Q-2025-001114,4,C032,P0088,2026-01-25,3,53416.53
BK-001186,Q-2025-001116,1,C034,P0081,2026-01-03,1,39876.84
BK-001187,Q-2025-001116,2,C034,P0082,2026-01-29,2,47111.71
BK-001188,Q-2025-001117,1,C032,P0098,2025-12-21,4,56110.61
BK-001189,Q-2025-001118,1,C039,P0015,2026-01-28,1,32893.09
BK-001190,Q-2025-001118,2,C039,P0052,2026-01-13,308,517.07
BK-001191,Q-2025-001118,3,C039,P0050,2026-01-05,596,590.61
BK-001192,Q-2025-001118,4,C039,P0001,2026-01-24,8,34126.67
BK-001193,Q-2025-001119,1,C007,P0009,2025-12-13,3,36150.63
BK-001194,Q-2025-001119,2,C007,P0010,2026-01-16,2,33069.48
BK-001195,Q-2025-001120,1,C033,P0041,2026-01-31,353,411.05
BK-001196,Q-2025-001121,1,C001,P0005,2025-12-20,1,34053.5
BK-001197,Q-2025-001122,1,C021,P0107,2026-01-22,15,2175.83
BK-001198,Q-2025-001123,2,C006,P0016,2026-01-16,2,44107.73
BK-001199,Q-2025-001124,1,C005,P0017,2026-02-13,6,30395.84
BK-001200,Q-2025-001126,1,C016,P0091,2025-12-25,4,61386.2
BK-001201,Q-2025-001127,1,C012,P0084,2026-01-29,1,62019.16
BK-001202,Q-2025-001131,1,C027,P0034,2026-03-05,18,14664.33
BK-001203,Q-2025-001132,1,C005,P0009,2026-01-13,2,29063.12
BK-001204,Q-2025-001133,1,C011,P0097,2026-02-07,2,49850.46
BK-001205,Q-2025-001133,2,C011,P0080,2026-02-16,13,7655.94
BK-001206,Q-2025-001135,1,C019,P0103,2025-12-25,22,2266.88
BK-001207,Q-2025-001136,2,C018,P0005,2026-02-27,5,34048.2
BK-001208,Q-2025-001136,3,C018,P0011,2026-01-25,1,30468.69
BK-001209,Q-2025-001137,1,C032,P0097,2026-02-10,3,51794.49
BK-001210,Q-2025-001138,3,C003,P0024,2026-02-18,2,9780.79
BK-001211,Q-2025-001138,4,C003,P0039,2026-02-02,6,11359.59
BK-001212,Q-2025-001139,1,C019,P0103,2026-01-02,23,2255.43
BK-001213,Q-2025-001140,2,C032,P0041,2026-01-14,352,493.68
BK-001214,Q-2025-001141,1,C014,P0091,2026-01-15,2,46183.61
BK-001215,Q-2025-001142,1,C033,P0041,2026-01-15,293,411.2
BK-001216,Q-2025-001142,2,C033,P0054,2026-01-21,470,514.09
BK-001217,Q-2025-001143,1,C017,P0007,2026-02-18,4,30384.19
BK-001218,Q-2025-001144,1,C027,P0037,2026-01-25,13,12308.34
BK-001219,Q-2025-001145,1,C035,P0041,2026-01-25,346,462.89
BK-001220,Q-2025-001146,3,C031,P0008,2026-02-21,4,32488.68
BK-001221,Q-2025-001147,1,C023,P0052,2026-01-29,111,536.39
BK-001222,Q-2025-001148,3,C033,P0048,2026-01-01,197,415.0
BK-001223,Q-2025-001150,1,C011,P0084,2026-02-22,1,46276.31
BK-001224,Q-2025-001150,3,C011,P0073,2026-02-16,12,7033.91
BK-001225,Q-2025-001150,4,C011,P0080,2026-01-10,17,7641.66
BK-001226,Q-2025-001151,1,C026,P0059,2026-01-11,140,421.63
BK-001227,Q-2025-001152,1,C012,P0059,2025-12-25,444,386.61
BK-001228,Q-2025-001153,1,C012,P0060,2026-01-17,399,459.01
BK-001229,Q-2025-001153,2,C012,P0059,2026-01-11,377,402.84
BK-001230,Q-2025-001154,1,C019,P0022,2026-01-10,19,11497.73
BK-001231,Q-2025-001155,1,C021,P0002,2026-01-23,5,34343.61
BK-001232,Q-2025-001156,1,C032,P0041,2026-01-25,437,455.0
BK-001233,Q-2025-001156,2,C032,P0055,2026-01-28,383,391.39
BK-001234,Q-2025-001156,3,C032,P0011,2026-01-20,6,36221.49
BK-001235,Q-2025-001157,1,C010,P0027,2026-01-28,9,13609.39
BK-001236,Q-2025-001157,2,C010,P0022,2026-01-16,15,10286.07
BK-001237,Q-2025-001158,1,C025,P0116,2026-01-24,13,1771.59
BK-001238,Q-2025-001159,1,C015,P0072,2026-02-17,16,7419.15
BK-001239,Q-2025-001160,1,C016,P0064,2026-01-21,4,9567.25
BK-001240,Q-2025-001161,2,C021,P0002,2026-01-24,1,34203.9
BK-001241,Q-2025-001161,3,C021,P0105,2026-01-06,25,1838.16
BK-001242,Q-2025-001161,4,C021,P0003,2026-01-06,8,27679.76
BK-001243,Q-2025-001162,1,C004,P0031,2026-01-17,12,12438.12
BK-001244,Q-2025-001162,2,C004,P0098,2026-02-07,4,61622.84
BK-001245,Q-2025-001162,3,C004,P0029,2026-01-08,10,12394.45
BK-001246,Q-2025-001164,1,C022,P0112,2025-12-24,8,2445.94
BK-001247,Q-2025-001165,1,C032,P0097,2026-01-04,1,61117.37
BK-001248,Q-2025-001166,1,C032,P0097,2026-01-16,3,51272.33
BK-001249,Q-2025-001166,2,C032,P0009,2026-01-16,5,34324.32
BK-001250,Q-2025-001167,1,C035,P0043,2025-12-22,294,531.6
BK-001251,Q-2025-001169,1,C009,P0065,2025-12-17,14,7145.42
BK-001252,Q-2025-001169,3,C009,P0093,2026-01-08,3,41339.84
BK-001253,Q-2025-001170,2,C026,P0112,2025-12-24,24,2557.22
BK-001254,Q-2025-001170,3,C026,P0052,2026-01-17,101,537.99
BK-001255,Q-2025-001171,1,C009,P0065,2026-01-30,17,7137.21
BK-001256,Q-2025-001171,2,C009,P0095,2026-01-08,3,41246.76
BK-001257,Q-2025-001171,3,C009,P0093,2026-01-09,1,47219.57
BK-001258,Q-2025-001172,1,C037,P0056,2025-12-22,131,451.29
BK-001259,Q-2025-001172,3,C037,P0091,2026-01-31,1,50076.48
BK-001260,Q-2025-001173,1,C002,P0060,2026-02-06,146,508.15
BK-001261,Q-2025-001174,1,C009,P0080,2026-01-21,1,8379.91
BK-001262,Q-2025-001176,1,C001,P0005,2026-01-20,5,33889.3
BK-001263,Q-2025-001177,2,C006,P0091,2026-01-18,4,61730.43
BK-001264,Q-2025-001177,3,C006,P0005,2026-03-01,5,34120.03
BK-001265,Q-2025-001178,1,C027,P0079,2026-01-11,12,10213.44
BK-001266,Q-2025-001179,1,C032,P0011,2026-01-25,1,36422.34
BK-001267,Q-2025-001180,1,C027,P0077,2026-02-20,16,8242.94
BK-001268,Q-2025-001180,2,C027,P0035,2026-01-14,17,12068.49
BK-001269,Q-2025-001182,1,C033,P0048,2026-01-11,76,410.0
BK-001270,Q-2025-001183,1,C021,P0002,2025-12-19,1,34265.91
BK-001271,Q-2025-001183,2,C021,P0105,2026-01-12,17,1840.53
BK-001272,Q-2025-001183,3,C021,P0020,2026-01-19,3,30811.39
BK-001273,Q-2025-001184,2,C035,P0041,2026-01-05,579,460.23
BK-001274,Q-2025-001185,1,C009,P0080,2025-12-25,15,8327.86
BK-001275,Q-2025-001186,1,C032,P0041,2026-01-31,85,493.49
BK-001276,Q-2025-001186,2,C032,P0095,2026-02-10,2,46198.03
BK-001277,Q-2025-001187,1,C028,P0060,2025-12-23,621,556.12
BK-001278,Q-2026-001188,1,C016,P0099,2026-03-11,1,61477.14
BK-001279,Q-2026-001188,3,C016,P0092,2026-03-17,1,61194.65
BK-001280,Q-2026-001189,1,C040,P0039,2026-02-26,16,12863.31
BK-001281,Q-2026-001190,1,C007,P0001,2026-02-23,1,33035.85
BK-001282,Q-2026-001190,2,C007,P0065,2026-02-23,10,7667.02
BK-001283,Q-2026-001190,3,C007,P0010,2026-02-15,2,35319.5
BK-001284,Q-2026-001191,1,C011,P0091,2026-02-11,2,51191.01
BK-001285,Q-2026-001192,1,C033,P0054,2026-03-11,355,516.26
BK-001286,Q-2026-001193,1,C040,P0024,2026-01-24,18,9281.29
BK-001287,Q-2026-001194,1,C027,P0036,2026-02-05,9,14927.65
BK-001288,Q-2026-001195,1,C019,P0040,2026-02-14,10,11481.05
BK-001289,Q-2026-001196,2,C015,P0083,2026-03-14,2,47883.28
BK-001290,Q-2026-001196,3,C015,P0098,2026-02-20,1,48496.78
BK-001291,Q-2026-001197,1,C018,P0005,2026-01-17,7,34120.11
BK-001292,Q-2026-001197,2,C018,P0089,2026-02-13,2,54369.7
BK-001293,Q-2026-001198,1,C026,P0048,2026-02-09,561,473.14
BK-001294,Q-2026-001200,1,C005,P0058,2026-02-17,740,440.34
BK-001295,Q-2026-001201,1,C024,P0073,2026-01-21,11,7435.09
BK-001296,Q-2026-001202,1,C017,P0053,2026-02-10,112,337.17
BK-001297,Q-2026-001203,1,C030,P0065,2026-02-24,3,7320.74
BK-001298,Q-2026-001204,1,C006,P0095,2026-03-06,2,47409.42
BK-001299,Q-2026-001207,2,C039,P0052,2026-02-17,316,516.47
BK-001300,Q-2026-001211,2,C019,P0030,2026-02-21,17,12198.83
BK-001301,Q-2026-001212,1,C007,P0009,2026-02-07,4,33988.96
BK-001302,Q-2026-001214,2,C025,P0070,2026-01-30,1,7530.26
BK-001303,Q-2026-001215,2,C004,P0099,2026-02-28,1,50627.27
BK-001304,Q-2026-001215,4,C004,P0029,2026-01-22,17,12344.85
BK-001305,Q-2026-001216,1,C033,P0048,2026-02-06,221,465.41
BK-001306,Q-2026-001216,2,C033,P0046,2026-02-18,173,440.84
BK-001307,Q-2026-001216,4,C033,P0042,2026-02-04,569,412.21
BK-001308,Q-2026-001217,1,C014,P0090,2026-01-28,3,36080.63
BK-001309,Q-2026-001219,1,C011,P0070,2026-02-04,2,7822.73
BK-001310,Q-2026-001220,1,C040,P0029,2026-02-04,1,11450.71
BK-001311,Q-2026-001220,2,C040,P0039,2026-03-10,14,12844.12
BK-001312,Q-2026-001221,1,C025,P0118,2026-02-21,37,2241.62
BK-001313,Q-2026-001222,1,C007,P0009,2026-01-28,4,35613.52
BK-001314,Q-2026-001222,3,C007,P0061,2026-01-25,8,8502.71
BK-001315,Q-2026-001223,1,C036,P0087,2026-03-09,1,46789.73
BK-001316,Q-2026-001224,1,C011,P0070,2026-02-20,9,7839.88
BK-001317,Q-2026-001224,3,C011,P0073,2026-02-13,18,8002.2
BK-001318,Q-2026-001225,1,C005,P0049,2026-02-21,427,357.53
BK-001319,Q-2026-001225,2,C005,P0020,2026-03-17,1,34155.85
BK-001320,Q-2026-001226,2,C036,P0081,2026-02-09,4,48061.77
BK-001321,Q-2026-001226,3,C036,P0007,2026-02-14,1,31574.9
BK-001322,Q-2026-001226,4,C036,P0094,2026-01-24,1,50792.36
BK-001323,Q-2026-001227,2,C020,P0059,2026-03-02,297,433.68
BK-001324,Q-2026-001228,1,C022,P0016,2026-01-26,5,39905.31
BK-001325,Q-2026-001228,2,C022,P0112,2026-03-12,21,2444.03
BK-001326,Q-2026-001228,3,C022,P0005,2026-02-05,5,36284.07
BK-001327,Q-2026-001229,1,C008,P0103,2026-03-12,16,2409.51
BK-001328,Q-2026-001230,1,C004,P0100,2026-02-20,3,51353.98
BK-001329,Q-2026-001232,1,C030,P0065,2026-02-07,18,7318.75
BK-001330,Q-2026-001233,1,C023,P0055,2026-01-20,349,484.55
BK-001331,Q-2026-001233,2,C023,P0111,2026-01-23,37,2238.77
BK-001332,Q-2026-001234,1,C018,P0011,2026-02-23,4,30579.01
BK-001333,Q-2026-001235,1,C027,P0066,2026-02-08,3,8906.33
BK-001334,Q-2026-001236,1,C009,P0080,2026-02-18,15,8349.36
BK-001335,Q-2026-001237,1,C040,P0053,2026-03-15,454,379.03
BK-001336,Q-2026-001239,1,C030,P0090,2026-02-04,4,41059.67
BK-001337,Q-2026-001240,1,C025,P0108,2026-01-27,7,1980.39
BK-001338,Q-2026-001241,1,C013,P0023,2026-03-25,13,10891.24
BK-001339,Q-2026-001241,2,C013,P0013,2026-03-08,1,32485.36
BK-001340,Q-2026-001241,4,C013,P0029,2026-03-10,22,13273.05
BK-001341,Q-2026-001242,1,C023,P0044,2026-02-04,171,481.23
BK-001342,Q-2026-001243,2,C010,P0089,2026-01-16,3,48327.35
BK-001343,Q-2026-001244,2,C035,P0066,2026-02-18,11,7501.55
BK-001344,Q-2026-001245,1,C030,P0090,2026-01-28,2,41198.55
BK-001345,Q-2026-001246,2,C028,P0010,2026-03-06,4,38028.49
BK-001346,Q-2026-001248,1,C029,P0096,2026-01-27,3,36905.46
BK-001347,Q-2026-001250,1,C011,P0070,2026-01-19,14,7820.27
BK-001348,Q-2026-001251,1,C033,P0031,2026-03-03,13,10290.98
BK-001349,Q-2026-001252,2,C015,P0092,2026-02-12,3,50066.28
BK-001350,Q-2026-001253,1,C011,P0091,2026-02-21,3,44900.0
BK-001351,Q-2026-001254,1,C033,P0048,2026-02-07,788,411.2
BK-001352,Q-2026-001255,1,C032,P0098,2026-01-16,3,56099.15
BK-001353,Q-2026-001256,1,C023,P0055,2026-03-18,508,521.87
BK-001354,Q-2026-001256,2,C023,P0050,2026-03-04,351,479.64
BK-001355,Q-2026-001256,3,C023,P0085,2026-03-21,1,39689.47
BK-001356,Q-2026-001257,1,C005,P0066,2026-03-19,18,7250.0
BK-001357,Q-2026-001257,2,C005,P0073,2026-03-25,5,7150.47
BK-001358,Q-2026-001258,2,C002,P0114,2026-03-27,9,2200.28
BK-001359,Q-2026-001258,3,C002,P0066,2026-02-24,7,7070.83
BK-001360,Q-2026-001259,1,C028,P0068,2026-03-31,8,9156.55
BK-001361,Q-2026-001259,2,C028,P0078,2026-04-06,5,9203.28
BK-001362,Q-2026-001259,3,C028,P0058,2026-03-20,82,605.55
BK-001363,Q-2026-001260,2,C010,P0087,2026-03-17,2,41845.31
BK-001364,Q-2026-001260,3,C010,P0035,2026-03-15,10,9609.8
BK-001365,Q-2026-001261,1,C018,P0111,2026-03-16,11,2122.97
BK-001366,Q-2026-001261,2,C018,P0008,2026-03-26,1,31764.02
BK-001367,Q-2026-001262,1,C010,P0027,2026-04-05,4,13645.06
BK-001368,Q-2026-001262,2,C010,P0089,2026-03-02,1,48318.12
BK-001369,Q-2026-001263,1,C040,P0024,2026-04-16,2,9326.33
BK-001370,Q-2026-001263,2,C040,P0059,2026-04-02,273,346.9
BK-001371,Q-2026-001264,1,C032,P0088,2026-03-07,1,51550.84
BK-001372,Q-2026-001267,1,C009,P0094,2026-03-20,4,55701.61
BK-001373,Q-2026-001269,2,C036,P0007,2026-04-10,2,31387.71
BK-001374,Q-2026-001270,1,C036,P0001,2026-03-03,5,30076.29
BK-001375,Q-2026-001271,2,C040,P0031,2026-03-05,2,9281.1
BK-001376,Q-2026-001272,1,C013,P0029,2026-02-16,23,13306.94
BK-001377,Q-2026-001274,1,C011,P0097,2026-03-27,1,44816.28
BK-001378,Q-2026-001275,1,C016,P0086,2026-03-17,1,53323.92
BK-001379,Q-2026-001275,2,C016,P0099,2026-03-11,4,61409.52
BK-001380,Q-2026-001275,3,C016,P0092,2026-04-13,1,61545.42
BK-001381,Q-2026-001276,1,C034,P0023,2026-03-18,23,9515.07
BK-001382,Q-2026-001276,2,C034,P0027,2026-03-22,8,10648.9
BK-001383,Q-2026-001276,3,C034,P0097,2026-03-08,4,43923.22
BK-001384,Q-2026-001277,1,C004,P0098,2026-02-28,1,62023.08
BK-001385,Q-2026-001277,2,C004,P0023,2026-03-03,2,10785.99
BK-001386,Q-2026-001278,2,C040,P0058,2026-03-11,173,475.38
BK-001387,Q-2026-001278,3,C040,P0059,2026-03-10,531,387.26
BK-001388,Q-2026-001278,4,C040,P0039,2026-03-10,14,12834.01
BK-001389,Q-2026-001280,1,C026,P0048,2026-03-04,172,472.29
BK-001390,Q-2026-001281,1,C010,P0032,2026-03-14,8,9155.63
BK-001391,Q-2026-001282,1,C039,P0057,2026-03-08,615,496.01
BK-001392,Q-2026-001282,3,C039,P0018,2026-03-28,1,31580.8
BK-001393,Q-2026-001282,4,C039,P0049,2026-03-11,157,508.33
BK-001394,Q-2026-001283,1,C015,P0088,2026-04-10,3,44559.99
BK-001395,Q-2026-001283,2,C015,P0092,2026-03-19,1,49951.27
BK-001396,Q-2026-001283,3,C015,P0070,2026-02-26,7,7935.93
BK-001397,Q-2026-001284,1,C030,P0090,2026-03-21,4,40964.25
BK-001398,Q-2026-001288,3,C037,P0002,2026-02-28,8,35284.58
BK-001399,Q-2026-001289,1,C016,P0086,2026-03-19,1,53287.69
BK-001400,Q-2026-001290,1,C005,P0020,2026-03-12,1,29900.0
BK-001401,Q-2026-001291,1,C011,P0097,2026-04-05,1,49871.12
BK-001402,Q-2026-001292,2,C038,P0073,2026-03-24,3,9188.63
BK-001403,Q-2026-001292,3,C038,P0114,2026-03-25,10,2164.8
BK-001404,Q-2026-001292,4,C038,P0071,2026-03-06,8,9138.89
BK-001405,Q-2026-001293,1,C038,P0105,2026-03-21,18,2201.99
BK-001406,Q-2026-001293,3,C038,P0071,2026-04-05,8,9151.14
BK-001407,Q-2026-001295,1,C025,P0066,2026-03-30,10,8401.82
BK-001408,Q-2026-001296,1,C005,P0020,2026-04-22,6,34105.6
BK-001409,Q-2026-001296,2,C005,P0066,2026-03-15,7,7980.1
BK-001410,Q-2026-001297,1,C007,P0076,2026-03-02,2,6898.5
BK-001411,Q-2026-001297,2,C007,P0003,2026-02-18,6,30669.72
BK-001412,Q-2026-001298,1,C011,P0080,2026-02-24,4,8117.28
BK-001413,Q-2026-001298,2,C011,P0091,2026-02-17,2,51234.12
BK-001414,Q-2026-001299,1,C034,P0100,2026-03-16,2,47715.51
BK-001415,Q-2026-001302,2,C023,P0085,2026-03-04,3,39445.94
BK-001416,Q-2026-001303,1,C015,P0077,2026-03-12,2,6624.85
BK-001417,Q-2026-001306,2,C030,P0090,2026-03-22,1,41241.32
BK-001418,Q-2026-001307,1,C006,P0089,2026-03-21,1,49210.87
BK-001419,Q-2026-001307,2,C006,P0016,2026-03-05,3,44166.51
BK-001420,Q-2026-001308,1,C023,P0050,2026-03-23,559,478.41
BK-001421,Q-2026-001310,1,C011,P0073,2026-03-02,12,7951.15
BK-001422,Q-2026-001310,2,C011,P0091,2026-02-13,2,51204.09
BK-001423,Q-2026-001311,1,C010,P0032,2026-04-07,21,9177.63
BK-001424,Q-2026-001311,2,C010,P0081,2026-03-02,2,51200.51
BK-001425,Q-2026-001313,2,C024,P0054,2026-03-12,256,432.23
BK-001426,Q-2026-001314,2,C035,P0072,2026-04-02,7,10274.09
BK-001427,Q-2026-001314,3,C035,P0061,2026-03-03,2,8674.96
BK-001428,Q-2026-001315,1,C032,P0041,2026-03-16,397,496.75
BK-001429,Q-2026-001316,4,C012,P0114,2026-03-13,23,2466.0
BK-001430,Q-2026-001318,1,C040,P0058,2026-02-21,752,475.17
BK-001431,Q-2026-001318,2,C040,P0034,2026-03-13,23,10027.03
BK-001432,Q-2026-001319,1,C026,P0042,2026-02-21,741,500.93
BK-001433,Q-2026-001321,1,C009,P0093,2026-04-24,3,41400.0
BK-001434,Q-2026-001322,1,C017,P0042,2026-04-22,260,470.44
BK-001435,Q-2026-001322,2,C017,P0064,2026-05-05,17,8270.92
BK-001436,Q-2026-001323,1,C035,P0046,2026-04-13,732,513.88
BK-001437,Q-2026-001323,2,C035,P0041,2026-04-20,108,464.32
BK-001438,Q-2026-001324,4,C037,P0019,2026-03-24,5,38987.27
BK-001439,Q-2026-001325,1,C010,P0022,2026-05-12,2,10362.38
BK-001440,Q-2026-001327,2,C030,P0066,2026-04-15,17,8162.11
BK-001441,Q-2026-001329,1,C037,P0006,2026-04-13,2,30848.79
BK-001442,Q-2026-001331,2,C028,P0070,2026-04-15,6,9098.5
BK-001443,Q-2026-001332,1,C033,P0040,2026-04-17,13,10760.25
BK-001444,Q-2026-001332,2,C033,P0033,2026-04-02,3,14913.43
BK-001445,Q-2026-001333,1,C010,P0027,2026-05-01,18,10544.48
BK-001446,Q-2026-001333,2,C010,P0089,2026-04-12,2,48330.84
BK-001447,Q-2026-001334,1,C034,P0063,2026-04-15,9,7250.39
BK-001448,Q-2026-001335,2,C002,P0065,2026-05-01,14,7066.02
BK-001449,Q-2026-001336,2,C025,P0116,2026-04-13,12,1898.77
BK-001450,Q-2026-001336,3,C025,P0063,2026-03-20,14,6230.93
BK-001451,Q-2026-001337,1,C027,P0079,2026-04-14,4,7897.39
BK-001452,Q-2026-001338,1,C002,P0107,2026-04-28,28,2654.59
BK-001453,Q-2026-001338,2,C002,P0114,2026-04-08,13,2200.53
BK-001454,Q-2026-001339,1,C023,P0055,2026-04-16,368,524.02
BK-001455,Q-2026-001340,1,C022,P0016,2026-05-18,5,40008.0
BK-001456,Q-2026-001342,1,C022,P0017,2026-04-27,6,41954.29
BK-001457,Q-2026-001342,3,C022,P0120,2026-05-11,11,3275.66
BK-001458,Q-2026-001343,1,C020,P0069,2026-04-05,16,7835.81
BK-001459,Q-2026-001345,1,C003,P0024,2026-04-09,7,9745.75
BK-001460,Q-2026-001345,2,C003,P0044,2026-04-05,798,374.55
BK-001461,Q-2026-001348,1,C022,P0101,2026-03-29,12,2480.44
BK-001462,Q-2026-001348,2,C022,P0120,2026-05-10,37,3266.39
BK-001463,Q-2026-001349,1,C003,P0025,2026-03-30,12,11953.66
BK-001464,Q-2026-001350,1,C029,P0097,2026-05-03,2,47446.0
BK-001465,Q-2026-001351,2,C026,P0052,2026-03-20,397,539.67
BK-001466,Q-2026-001352,1,C004,P0100,2026-05-15,1,51326.71
BK-001467,Q-2026-001352,3,C004,P0022,2026-04-28,4,10893.06
BK-001468,Q-2026-001352,4,C004,P0031,2026-04-14,17,12319.64
BK-001469,Q-2026-001353,1,C040,P0053,2026-05-06,359,379.93
BK-001470,Q-2026-001354,2,C031,P0069,2026-04-05,19,7935.72
BK-001471,Q-2026-001357,1,C006,P0014,2026-05-14,4,41482.88
BK-001472,Q-2026-001358,1,C021,P0105,2026-04-24,9,1735.44
BK-001473,Q-2026-001359,1,C019,P0022,2026-05-15,2,10450.0
BK-001474,Q-2026-001360,1,C004,P0029,2026-04-01,5,11803.17
BK-001475,Q-2026-001360,2,C004,P0033,2026-04-06,9,12335.83
